,date,name,code,diff,ranking,total
183092,05-23,江化微,603078,99,1372,3630
183099,05-23,圣达生物,603079,38,2655,3630
183106,05-23,新疆火炬,603080,-42,2471,3630
183113,05-23,大丰实业,603081,-35,2293,3630
183120,05-23,剑桥科技,603083,39,1647,3630
183127,05-23,天成自控,603085,-50,490,3630
183134,05-23,先达股份,603086,-10,3513,3630
183141,05-23,宁波精达,603088,-19,3475,3630
183148,05-23,正裕工业,603089,-36,2570,3630
183155,05-23,宏盛股份,603090,-11,3227,3630
183162,05-23,新经典,603096,7,3461,3630
183169,05-23,森特股份,603098,2,2903,3630
183176,05-23,长白山,603099,-32,3117,3630
183183,05-23,川仪股份,603100,183,2799,3630
183190,05-23,汇嘉时代,603101,138,1707,3630
183197,05-23,横店影视,603103,-66,2432,3630
183204,05-23,芯能科技,603105,-97,1044,3630
183211,05-23,恒银金融,603106,110,1500,3630
183218,05-23,润达医疗,603108,-121,2306,3630
183225,05-23,东方材料,603110,-3,1250,3630
183232,05-23,康尼机电,603111,-5,2327,3630
183239,05-23,金能科技,603113,-12,1406,3630
183246,05-23,红蜻蜓,603116,-38,3063,3630
183253,05-23,万林物流,603117,-59,1991,3630
183260,05-23,共进股份,603118,-85,768,3630
183267,05-23,华培动力,603121,14,1440,3630
183274,05-23,翠微股份,603123,-5,3593,3630
183281,05-23,中材节能,603126,-83,2052,3630
183288,05-23,昭衍新药,603127,55,2605,3630
183295,05-23,华贸物流,603128,-28,384,3630
183302,05-23,春风动力,603129,15,3278,3630
183309,05-23,上海沪工,603131,-132,2650,3630
183316,05-23,碳元科技,603133,-86,2278,3630
183323,05-23,天目湖,603136,17,3418,3630
183330,05-23,海量数据,603138,-164,2474,3630
183337,05-23,康惠制药,603139,-24,3575,3630
183344,05-23,养元饮品,603156,-55,1637,3630
183351,05-23,拉夏贝尔,603157,95,2094,3630
183358,05-23,腾龙股份,603158,-20,3473,3630
183365,05-23,上海亚虹,603159,-186,1864,3630
183372,05-23,汇顶科技,603160,26,435,3630
183379,05-23,科华控股,603161,152,3220,3630
183386,05-23,荣晟环保,603165,1,3034,3630
183393,05-23,福达股份,603166,105,2425,3630
183400,05-23,渤海轮渡,603167,-84,1527,3630
183407,05-23,莎普爱思,603168,-23,2376,3630
183414,05-23,兰石重装,603169,-34,1562,3630
183421,05-23,德创环保,603177,-8,3002,3630
183428,05-23,圣龙股份,603178,-161,2697,3630
183435,05-23,新泉股份,603179,31,2715,3630
183442,05-23,金牌厨柜,603180,-74,2231,3630
183449,05-23,皇马科技,603181,-6,3097,3630
183456,05-23,建研院,603183,-43,2451,3630
183463,05-23,上机数控,603185,-102,1624,3630
183470,05-23,华正新材,603186,-19,1257,3630
183477,05-23,海容冷链,603187,115,1657,3630
183484,05-23,亚邦股份,603188,-52,2726,3630
183491,05-23,网达软件,603189,767,459,3630
183498,05-23,汇得科技,603192,-25,2767,3630
183505,05-23,日播时尚,603196,-48,3055,3630
183512,05-23,保隆科技,603197,-91,3156,3630
183519,05-23,迎驾贡酒,603198,-143,1297,3630
183526,05-23,九华旅游,603199,0,3598,3630
183533,05-23,上海洗霸,603200,17,3333,3630
183540,05-23,快克股份,603203,18,3567,3630
183547,05-23,江山欧派,603208,60,3474,3630
183554,05-23,爱婴室,603214,-166,3321,3630
183561,05-23,日月股份,603218,31,2736,3630
183568,05-23,贝通信,603220,13,324,3630
183575,05-23,济民制药,603222,-87,2284,3630
183582,05-23,恒通股份,603223,23,3252,3630
183589,05-23,新凤鸣,603225,-23,2120,3630
183596,05-23,菲林格尔,603226,-143,2421,3630
183603,05-23,雪峰科技,603227,-1,2730,3630
183610,05-23,景旺电子,603228,-156,2755,3630
183617,05-23,奥翔药业,603229,8,3538,3630
183624,05-23,格尔软件,603232,54,3030,3630
183631,05-23,大参林,603233,-85,1612,3630
183638,05-23,诺邦股份,603238,-20,3506,3630
183645,05-23,浙江仙通,603239,-42,2539,3630
183652,05-23,电魂网络,603258,58,2869,3630
183659,05-23,药明康德,603259,2,831,3630
183666,05-23,合盛硅业,603260,230,1450,3630
183673,05-23,天龙股份,603266,-111,1889,3630
183680,05-23,松发股份,603268,-7,3519,3630
183687,05-23,海鸥股份,603269,-3,3454,3630
183694,05-23,银都股份,603277,-44,3313,3630
183701,05-23,大业股份,603278,85,1995,3630
183708,05-23,赛腾股份,603283,30,2544,3630
183715,05-23,日盈电子,603286,-14,3534,3630
183722,05-23,海天味业,603288,0,599,3630
183729,05-23,泰瑞机器,603289,130,2723,3630
183736,05-23,永新光学,603297,-19,2943,3630
183743,05-23,杭叉集团,603298,-14,3073,3630
183750,05-23,苏盐井神,603299,-45,566,3630
183757,05-23,华铁科技,603300,35,1417,3630
183764,05-23,振德医疗,603301,26,2950,3630
183771,05-23,得邦照明,603303,-38,2622,3630
183778,05-23,旭升股份,603305,-152,1661,3630
183785,05-23,华懋科技,603306,-20,3536,3630
183792,05-23,应流股份,603308,-87,2503,3630
183799,05-23,维力医疗,603309,21,3040,3630
183806,05-23,金海环境,603311,19,3365,3630
183813,05-23,梦百合,603313,158,1911,3630
183820,05-23,福鞍股份,603315,-14,3197,3630
183827,05-23,诚邦股份,603316,47,3539,3630
183834,05-23,派思股份,603318,-39,1517,3630
183841,05-23,湘油泵,603319,-16,3373,3630
183848,05-23,迪贝电气,603320,138,1263,3630
183855,05-23,梅轮电梯,603321,-179,2824,3630
183862,05-23,超讯通信,603322,23,1762,3630
183869,05-23,苏农银行,603323,11,996,3630
183876,05-23,我乐家居,603326,-77,3385,3630
183883,05-23,依顿电子,603328,40,2426,3630
183890,05-23,上海雅仕,603329,151,1760,3630
183897,05-23,上海天洋,603330,3,3466,3630
183904,05-23,百达精工,603331,0,3477,3630
183911,05-23,苏州龙杰,603332,49,1906,3630
183918,05-23,尚纬股份,603333,-14,2773,3630
183925,05-23,迪生力,603335,-117,436,3630
183932,05-23,宏辉果蔬,603336,-7,64,3630
183939,05-23,杰克股份,603337,87,2764,3630
183946,05-23,浙江鼎力,603338,-111,1668,3630
183953,05-23,四方科技,603339,45,3027,3630
183960,05-23,安井食品,603345,-57,2576,3630
183967,05-23,文灿股份,603348,48,1857,3630
183974,05-23,威尔药业,603351,-32,2312,3630
183981,05-23,莱克电气,603355,170,2930,3630
183988,05-23,华菱精工,603356,-31,3309,3630
183995,05-23,设计总院,603357,-18,1591,3630
184002,05-23,华达科技,603358,-16,3089,3630
184009,05-23,东珠生态,603359,-209,2842,3630
184016,05-23,百傲化学,603360,-193,2436,3630
184023,05-23,傲农生物,603363,-20,584,3630
184030,05-23,水星家纺,603365,-56,2702,3630
184037,05-23,日出东方,603366,-3,2612,3630
184044,05-23,辰欣药业,603367,283,2107,3630
184051,05-23,柳药股份,603368,-44,2865,3630
184058,05-23,今世缘,603369,-40,851,3630
184065,05-23,东方时尚,603377,37,3297,3630
184072,05-23,亚士创能,603378,-14,3070,3630
184079,05-23,易德龙,603380,-11,3512,3630
184086,05-23,顶点软件,603383,-124,740,3630
184093,05-23,惠达卫浴,603385,38,2808,3630
184100,05-23,广东骏亚,603386,471,1638,3630
184107,05-23,基蛋生物,603387,-106,1322,3630
184114,05-23,元成股份,603388,33,3125,3630
184121,05-23,亚振家居,603389,-69,1543,3630
184128,05-23,新天然气,603393,-21,2766,3630
184135,05-23,金辰股份,603396,6,3275,3630
184142,05-23,邦宝益智,603398,-133,1381,3630
184149,05-23,吉翔股份,603399,28,1482,3630
184156,05-23,信捷电气,603416,-48,3332,3630
184163,05-23,鼎信通讯,603421,44,949,3630
184170,05-23,集友股份,603429,-27,3397,3630
184177,05-23,吉比特,603444,-75,1052,3630
184184,05-23,九洲药业,603456,-73,2921,3630
184191,05-23,勘设股份,603458,190,2580,3630
184198,05-23,风语筑,603466,-51,2184,3630
184205,05-23,振静股份,603477,-48,2639,3630
184212,05-23,科沃斯,603486,77,2572,3630
184219,05-23,展鹏科技,603488,3,3452,3630
184226,05-23,恒为科技,603496,292,2125,3630
184233,05-23,翔港科技,603499,559,2234,3630
184240,05-23,祥和实业,603500,0,3130,3630
184247,05-23,韦尔股份,603501,83,721,3630
184254,05-23,金石资源,603505,-61,2137,3630
184261,05-23,南都物业,603506,241,3082,3630
184268,05-23,振江股份,603507,-10,3364,3630
184275,05-23,思维列控,603508,-116,422,3630
184282,05-23,欧普照明,603515,-122,1992,3630
184289,05-23,淳中科技,603516,61,2918,3630
184296,05-23,绝味食品,603517,-104,2271,3630
184303,05-23,维格娜丝,603518,9,3458,3630
184310,05-23,立霸股份,603519,129,3057,3630
184317,05-23,司太立,603520,-114,2071,3630
184324,05-23,众源新材,603527,-183,3225,3630
184331,05-23,多伦科技,603528,-56,1710,3630
184338,05-23,掌阅科技,603533,-157,1866,3630
184345,05-23,嘉诚国际,603535,42,3143,3630
184352,05-23,惠发股份,603536,-36,3516,3630
184359,05-23,美诺华,603538,39,2010,3630
184366,05-23,贵人鸟,603555,-33,2277,3630
184373,05-23,海兴电力,603556,-6,2867,3630
184380,05-23,起步股份,603557,-13,2067,3630
184387,05-23,健盛集团,603558,39,2948,3630
184394,05-23,中通国脉,603559,28,972,3630
184401,05-23,普莱柯,603566,18,2925,3630
184408,05-23,珍宝岛,603567,22,3369,3630
184415,05-23,伟明环保,603568,-106,1879,3630
184422,05-23,长久物流,603569,12,3226,3630
184429,05-23,汇金通,603577,-36,2170,3630
184436,05-23,三星新材,603578,15,3429,3630
184443,05-23,荣泰健康,603579,143,2832,3630
184450,05-23,艾艾精工,603580,-16,3584,3630
184457,05-23,捷昌驱动,603583,-54,2328,3630
184464,05-23,苏利股份,603585,-68,3128,3630
184471,05-23,金麒麟,603586,67,1567,3630
184478,05-23,地素时尚,603587,-83,2029,3630
184485,05-23,高能环境,603588,195,2540,3630
184492,05-23,口子窖,603589,-33,1389,3630
184499,05-23,康辰药业,603590,-131,2592,3630
184506,05-23,东尼电子,603595,-149,3101,3630
184513,05-23,伯特利,603596,62,2198,3630
184520,05-23,引力传媒,603598,35,2522,3630
184527,05-23,广信股份,603599,-121,2885,3630
184534,05-23,永艺股份,603600,37,2443,3630
184541,05-23,再升科技,603601,338,2164,3630
184548,05-23,纵横通信,603602,-89,918,3630
184555,05-23,博天环境,603603,-1,2351,3630
184562,05-23,珀莱雅,603605,-99,2483,3630
184569,05-23,东方电缆,603606,90,1481,3630
184576,05-23,京华激光,603607,-49,3194,3630
184583,05-23,天创时尚,603608,171,2691,3630
184590,05-23,禾丰牧业,603609,-53,706,3630
184597,05-23,诺力股份,603611,-303,3001,3630
184604,05-23,索通发展,603612,-83,1909,3630
184611,05-23,茶花股份,603615,25,3003,3630
184618,05-23,韩建河山,603616,71,1929,3630
184625,05-23,君禾股份,603617,-60,2439,3630
184632,05-23,杭电股份,603618,102,1447,3630
184639,05-23,中曼石油,603619,-184,1519,3630
184646,05-23,科森科技,603626,-199,2282,3630
184653,05-23,清源股份,603628,-90,3060,3630
184660,05-23,利通电子,603629,-10,1745,3630
184667,05-23,拉芳家化,603630,-88,3049,3630
184674,05-23,徕木股份,603633,2,3580,3630
184681,05-23,南威软件,603636,160,1226,3630
184688,05-23,镇海股份,603637,-136,1765,3630
184695,05-23,艾迪精密,603638,1033,2380,3630
184702,05-23,海利尔,603639,-276,2708,3630
184709,05-23,畅联股份,603648,-47,2405,3630
184716,05-23,彤程新材,603650,-161,915,3630
184723,05-23,朗博科技,603655,-59,3291,3630
184730,05-23,泰禾光电,603656,-22,3563,3630
184737,05-23,春光科技,603657,24,2725,3630
184744,05-23,安图生物,603658,-54,3205,3630
184751,05-23,璞泰来,603659,-1,3426,3630
184758,05-23,苏州科达,603660,-29,2496,3630
184765,05-23,恒林股份,603661,56,3343,3630
184772,05-23,三祥新材,603663,-10,3325,3630
184779,05-23,康隆达,603665,23,3553,3630
184786,05-23,亿嘉和,603666,103,3043,3630
184793,05-23,五洲新春,603667,-102,3069,3630
184800,05-23,天马科技,603668,-88,2316,3630
184807,05-23,灵康药业,603669,8,3467,3630
184814,05-23,卫信康,603676,-54,2548,3630
184821,05-23,奇精机械,603677,-19,3059,3630
184828,05-23,火炬电子,603678,10,2158,3630
184835,05-23,华体科技,603679,33,3387,3630
184842,05-23,今创集团,603680,-9,2999,3630
184849,05-23,晶华新材,603683,-6,3126,3630
184856,05-23,晨丰科技,603685,3,2711,3630
184863,05-23,龙马环卫,603686,16,2737,3630
184870,05-23,石英股份,603688,149,2374,3630
184877,05-23,皖天然气,603689,195,2744,3630
184884,05-23,至纯科技,603690,98,2311,3630
184891,05-23,江苏新能,603693,-31,1309,3630
184898,05-23,安记食品,603696,-70,1051,3630
184905,05-23,航天工程,603698,-72,3285,3630
184912,05-23,纽威股份,603699,-27,3262,3630
184919,05-23,宁波水表,603700,3,1362,3630
184926,05-23,德宏股份,603701,-80,1541,3630
184933,05-23,盛洋科技,603703,-56,3173,3630
184940,05-23,东方环宇,603706,-44,2189,3630
184947,05-23,健友股份,603707,-118,1554,3630
184954,05-23,家家悦,603708,13,1990,3630
184961,05-23,中源家居,603709,-102,3446,3630
184968,05-23,香飘飘,603711,-152,2357,3630
184975,05-23,七一二,603712,197,300,3630
184982,05-23,密尔克卫,603713,-2,3131,3630
184989,05-23,塞力斯,603716,-42,2442,3630
184996,05-23,天域生态,603717,-29,3190,3630
185003,05-23,海利生物,603718,4,605,3630
185010,05-23,中广天择,603721,-38,3457,3630
185017,05-23,阿科力,603722,-245,1356,3630
185024,05-23,天安新材,603725,10,3456,3630
185031,05-23,朗迪集团,603726,-39,3196,3630
185038,05-23,博迈科,603727,-75,3223,3630
185045,05-23,鸣志电器,603728,40,2579,3630
185052,05-23,龙韵股份,603729,153,2309,3630
185059,05-23,岱美股份,603730,-4,3497,3630
185066,05-23,仙鹤股份,603733,-6,1818,3630
185073,05-23,三棵树,603737,-19,3281,3630
185080,05-23,泰晶科技,603738,27,295,3630
185087,05-23,蔚蓝生物,603739,3,1456,3630
185094,05-23,大元泵业,603757,-28,3106,3630
185101,05-23,秦安股份,603758,-7,3529,3630
185108,05-23,隆鑫通用,603766,-6,2562,3630
185115,05-23,中马传动,603767,-31,3344,3630
185122,05-23,常青股份,603768,-7,3404,3630
185129,05-23,沃格光电,603773,188,1733,3630
185136,05-23,永安行,603776,-191,630,3630
185143,05-23,来伊份,603777,-38,288,3630
185150,05-23,乾景园林,603778,-18,3177,3630
185157,05-23,威龙股份,603779,-31,3119,3630
185164,05-23,新日股份,603787,-35,3305,3630
185171,05-23,宁波高发,603788,131,3264,3630
185178,05-23,星光农机,603789,-20,2440,3630
185185,05-23,雅运股份,603790,192,1747,3630
185192,05-23,联泰环保,603797,-56,3301,3630
185199,05-23,康普顿,603798,-39,3335,3630
185206,05-23,华友钴业,603799,-26,134,3630
185213,05-23,道森股份,603800,-105,2033,3630
185220,05-23,志邦家居,603801,-113,2155,3630
185227,05-23,瑞斯康达,603803,-91,1294,3630
185234,05-23,福斯特,603806,-133,2965,3630
185241,05-23,歌力思,603808,57,3035,3630
185248,05-23,豪能股份,603809,24,3372,3630
185255,05-23,丰山集团,603810,-151,2494,3630
185262,05-23,诚意药业,603811,12,3353,3630
185269,05-23,原尚股份,603813,7,3524,3630
185276,05-23,顾家家居,603816,63,1771,3630
185283,05-23,海峡环保,603817,-7,3090,3630
185290,05-23,曲美家居,603818,-8,3480,3630
185297,05-23,神力股份,603819,-4,3558,3630
185304,05-23,嘉澳环保,603822,6,3108,3630
185311,05-23,百合花,603823,-183,1685,3630
185318,05-23,华扬联众,603825,-1,3367,3630
185325,05-23,坤彩科技,603826,-36,2585,3630
185332,05-23,柯利达,603828,-117,2656,3630
185339,05-23,洛凯股份,603829,-26,3289,3630
185346,05-23,欧派家居,603833,-36,3098,3630
185353,05-23,四通股份,603838,-64,3311,3630
185360,05-23,安正时尚,603839,17,3178,3630
185367,05-23,正平股份,603843,58,1952,3630
185374,05-23,好太太,603848,-199,2511,3630
185381,05-23,华荣股份,603855,-3,3559,3630
185388,05-23,东宏股份,603856,-44,2581,3630
185395,05-23,步长制药,603858,-27,276,3630
185402,05-23,能科股份,603859,2,2718,3630
185409,05-23,中公高科,603860,9,3597,3630
185416,05-23,白云电器,603861,40,2817,3630
185423,05-23,桃李面包,603866,-168,3154,3630
185430,05-23,飞科电器,603868,467,2103,3630
185437,05-23,新智认知,603869,-71,2305,3630
185444,05-23,嘉友国际,603871,-18,3209,3630
185451,05-23,鼎胜新材,603876,-159,2349,3630
185458,05-23,太平鸟,603877,-14,2361,3630
185465,05-23,武进不锈,603878,-186,2076,3630
185472,05-23,永悦科技,603879,-235,2848,3630
185479,05-23,南卫股份,603880,-339,2193,3630
185486,05-23,数据港,603881,-131,2046,3630
185493,05-23,金域医学,603882,103,2675,3630
185500,05-23,老百姓,603883,-166,2415,3630
185507,05-23,吉祥航空,603885,-48,1253,3630
185514,05-23,元祖股份,603886,194,3007,3630
185521,05-23,城地股份,603887,6,3435,3630
185528,05-23,新华网,603888,0,1087,3630
185535,05-23,新澳股份,603889,-7,3504,3630
185542,05-23,春秋电子,603890,-16,596,3630
185549,05-23,天永智能,603895,-27,2431,3630
185556,05-23,寿仙谷,603896,-110,1360,3630
185563,05-23,长城科技,603897,-84,2629,3630
185570,05-23,好莱客,603898,-57,3221,3630
185577,05-23,晨光文具,603899,133,1845,3630
185584,05-23,莱绅通灵,603900,235,2863,3630
185591,05-23,永创智能,603901,-433,2398,3630
185598,05-23,中持股份,603903,-2,3282,3630
185605,05-23,龙蟠科技,603906,-58,911,3630
185612,05-23,牧高笛,603908,1,3293,3630
185619,05-23,合诚股份,603909,-102,1988,3630
185626,05-23,佳力图,603912,28,2263,3630
185633,05-23,苏博特,603916,-13,3016,3630
185640,05-23,合力科技,603917,176,3017,3630
185647,05-23,金桥信息,603918,14,3091,3630
185654,05-23,金徽酒,603919,-79,2686,3630
185661,05-23,世运电路,603920,67,2409,3630
185668,05-23,金鸿顺,603922,14,2890,3630
185675,05-23,铁流股份,603926,188,3295,3630
185682,05-23,兴业股份,603928,-5,3351,3630
185689,05-23,亚翔集成,603929,435,1129,3630
185696,05-23,睿能科技,603933,140,2714,3630
185703,05-23,博敏电子,603936,579,2256,3630
185710,05-23,丽岛新材,603937,-31,2763,3630
185717,05-23,三孚股份,603938,-60,2575,3630
185724,05-23,益丰药房,603939,-119,2530,3630
185731,05-23,大千生态,603955,-3,3582,3630
185738,05-23,威派格,603956,156,995,3630
185745,05-23,哈森股份,603958,-61,2929,3630
185752,05-23,百利科技,603959,11,2550,3630
185759,05-23,克来机电,603960,145,3242,3630
185766,05-23,大理药业,603963,-1,2957,3630
185773,05-23,法兰泰克,603966,-114,1872,3630
185780,05-23,醋化股份,603968,149,3203,3630
185787,05-23,银龙股份,603969,-221,1640,3630
185794,05-23,中农立华,603970,-31,482,3630
185801,05-23,正川股份,603976,-14,3164,3630
185808,05-23,国泰集团,603977,1139,1908,3630
185815,05-23,深圳新星,603978,-106,2703,3630
185822,05-23,金诚信,603979,-9,2805,3630
185829,05-23,吉华集团,603980,15,1926,3630
185836,05-23,恒润股份,603985,-112,3235,3630
185843,05-23,兆易创新,603986,21,270,3630
185850,05-23,康德莱,603987,-53,3241,3630
185857,05-23,中电电机,603988,-175,1183,3630
185864,05-23,艾华集团,603989,-15,3261,3630
185871,05-23,麦迪科技,603990,-20,3443,3630
185878,05-23,至正股份,603991,-17,3577,3630
185885,05-23,洛阳钼业,603993,-27,144,3630
185892,05-23,中新科技,603996,491,1798,3630
185899,05-23,继峰股份,603997,54,2267,3630
185906,05-23,方盛制药,603998,-19,932,3630
185913,05-23,读者传媒,603999,-88,2654,3630
185920,05-23,平安银行,000001,-6,227,3630
185927,05-23,万科A,000002,3,178,3630
185934,05-23,国农科技,000004,-50,3323,3630
185941,05-23,世纪星源,000005,-108,1899,3630
185948,05-23,深振业A,000006,-3,2751,3630
185955,05-23,全新好,000007,-17,2042,3630
185962,05-23,神州高铁,000008,73,960,3630
185969,05-23,中国宝安,000009,171,508,3630
185976,05-23,*ST美丽,000010,-160,2525,3630
185983,05-23,深物业A,000011,-46,2486,3630
185990,05-23,南玻A,000012,-77,1596,3630
185997,05-23,沙河股份,000014,835,850,3630
186004,05-23,深康佳A,000016,-18,1423,3630
186011,05-23,深中华A,000017,-14,2818,3630
186018,05-23,*ST神城,000018,-11,563,3630
186025,05-23,深粮控股,000019,-35,1361,3630
186032,05-23,深华发A,000020,3,3181,3630
186039,05-23,深科技,000021,9,115,3630
186046,05-23,深天地A,000023,-93,2746,3630
186053,05-23,特力A,000025,-132,280,3630
186060,05-23,飞亚达A,000026,-25,3237,3630
186067,05-23,深圳能源,000027,-14,2166,3630
186074,05-23,国药一致,000028,-106,3276,3630
186081,05-23,深深房A,000029,26,2958,3630
186088,05-23,富奥股份,000030,30,2868,3630
186095,05-23,大悦城,000031,-78,1021,3630
186102,05-23,深桑达A,000032,115,3192,3630
186109,05-23,神州数码,000034,118,1829,3630
186116,05-23,中国天楹,000035,-17,2314,3630
186123,05-23,华联控股,000036,-154,2342,3630
186130,05-23,深南电A,000037,-53,2553,3630
186137,05-23,深大通,000038,640,466,3630
186144,05-23,中集集团,000039,-67,1673,3630
186151,05-23,东旭蓝天,000040,-21,1202,3630
186158,05-23,中洲控股,000042,-28,3076,3630
186165,05-23,中航善达,000043,-201,2167,3630
186172,05-23,深纺织A,000045,61,2663,3630
186179,05-23,泛海控股,000046,-3,3093,3630
186186,05-23,*ST康达,000048,2,3528,3630
186193,05-23,德赛电池,000049,34,1602,3630
186200,05-23,深天马A,000050,-11,265,3630
186207,05-23,方大集团,000055,-68,1444,3630
186214,05-23,皇庭国际,000056,-88,2414,3630
186221,05-23,深赛格,000058,571,1330,3630
186228,05-23,华锦股份,000059,-49,2160,3630
186235,05-23,中金岭南,000060,-98,626,3630
186242,05-23,农产品,000061,3,1409,3630
186249,05-23,深圳华强,000062,6,443,3630
186256,05-23,中兴通讯,000063,-1,10,3630
186263,05-23,北方国际,000065,-60,1589,3630
186270,05-23,中国长城,000066,1,22,3630
186277,05-23,华控赛格,000068,211,825,3630
186284,05-23,华侨城A,000069,-32,1234,3630
186291,05-23,特发信息,000070,1,54,3630
186298,05-23,海王生物,000078,-100,1103,3630
186305,05-23,盐田港,000088,-59,2182,3630
186312,05-23,深圳机场,000089,-106,1785,3630
186319,05-23,天健集团,000090,5,3161,3630
186326,05-23,广聚能源,000096,112,3224,3630
186333,05-23,中信海直,000099,-135,2301,3630
186340,05-23,TCL集团,000100,16,124,3630
186347,05-23,宜华健康,000150,24,669,3630
186354,05-23,中成股份,000151,34,1953,3630
186361,05-23,丰原药业,000153,-18,3238,3630
186368,05-23,川能动力,000155,144,2324,3630
186375,05-23,华数传媒,000156,83,1307,3630
186382,05-23,中联重科,000157,-60,267,3630
186389,05-23,常山北明,000158,67,1305,3630
186396,05-23,国际实业,000159,-18,192,3630
186403,05-23,申万宏源,000166,6,512,3630
186410,05-23,东方盛虹,000301,14,1611,3630
186417,05-23,美的集团,000333,20,63,3630
186424,05-23,潍柴动力,000338,-20,169,3630
186431,05-23,许继电气,000400,3,1599,3630
186438,05-23,冀东水泥,000401,-41,413,3630
186445,05-23,金融街,000402,39,2683,3630
186452,05-23,振兴生化,000403,3,2989,3630
186459,05-23,长虹华意,000404,-31,3280,3630
186466,05-23,胜利股份,000407,76,2070,3630
186473,05-23,藏格控股,000408,-31,819,3630
186480,05-23,*ST地矿,000409,-190,2390,3630
186487,05-23,沈阳机床,000410,-17,698,3630
186494,05-23,英特集团,000411,-25,3193,3630
186501,05-23,东旭光电,000413,-3,32,3630
186508,05-23,渤海租赁,000415,50,1534,3630
186515,05-23,民生控股,000416,-65,1265,3630
186522,05-23,合肥百货,000417,-85,3345,3630
186529,05-23,小天鹅A,000418,19,3258,3630
186536,05-23,通程控股,000419,2,3438,3630
186543,05-23,吉林化纤,000420,58,1846,3630
186550,05-23,南京公用,000421,28,3400,3630
186557,05-23,ST宜化,000422,-232,1851,3630
186564,05-23,东阿阿胶,000423,-18,745,3630
186571,05-23,徐工机械,000425,-33,409,3630
186578,05-23,兴业矿业,000426,-29,1074,3630
186585,05-23,华天酒店,000428,-46,3249,3630
186592,05-23,粤高速A,000429,174,2710,3630
186599,05-23,张家界,000430,-136,3315,3630
186606,05-23,晨鸣纸业,000488,-11,662,3630
186613,05-23,山东路桥,000498,-28,1526,3630
186620,05-23,鄂武商A,000501,-9,3409,3630
186627,05-23,绿景控股,000502,-13,3047,3630
186634,05-23,国新健康,000503,0,1005,3630
186641,05-23,*ST生物,000504,-36,3247,3630
186648,05-23,京粮控股,000505,-8,370,3630
186655,05-23,中润资源,000506,-172,903,3630
186662,05-23,珠海港,000507,-54,1095,3630
186669,05-23,华塑控股,000509,56,1063,3630
186676,05-23,金路集团,000510,-74,2054,3630
186683,05-23,丽珠集团,000513,17,1622,3630
186690,05-23,渝开发,000514,-6,1335,3630
186697,05-23,国际医学,000516,59,978,3630
186704,05-23,荣安地产,000517,-124,1302,3630
186711,05-23,四环生物,000518,-96,867,3630
186718,05-23,中兵红箭,000519,23,403,3630
186725,05-23,长航凤凰,000520,-35,1037,3630
186732,05-23,长虹美菱,000521,56,2220,3630
186739,05-23,广州浪奇,000523,-169,461,3630
186746,05-23,岭南控股,000524,-75,2983,3630
186753,05-23,红太阳,000525,-299,1813,3630
186760,05-23,紫光学大,000526,471,2233,3630
186767,05-23,柳工,000528,-32,879,3630
186774,05-23,广弘控股,000529,-30,1427,3630
186781,05-23,大冷股份,000530,-21,1787,3630
186788,05-23,穗恒运A,000531,-143,1848,3630
186795,05-23,华金资本,000532,58,1914,3630
186802,05-23,顺钠股份,000533,-48,1788,3630
186809,05-23,万泽股份,000534,71,3341,3630
186816,05-23,华映科技,000536,-33,548,3630
186823,05-23,广宇发展,000537,-34,2610,3630
186830,05-23,云南白药,000538,-314,1248,3630
186837,05-23,粤电力A,000539,74,3065,3630
186844,05-23,中天金融,000540,0,540,3630
186851,05-23,佛山照明,000541,-150,2139,3630
186858,05-23,皖能电力,000543,-26,2521,3630
186865,05-23,中原环保,000544,77,2458,3630
186872,05-23,金浦钛业,000545,-125,907,3630
186879,05-23,金圆股份,000546,-4,3012,3630
186886,05-23,航天发展,000547,-17,925,3630
186893,05-23,湖南投资,000548,238,2505,3630
186900,05-23,江铃汽车,000550,64,2477,3630
186907,05-23,创元科技,000551,-90,2780,3630
186914,05-23,靖远煤电,000552,80,2674,3630
186921,05-23,安道麦A,000553,-183,993,3630
186928,05-23,泰山石油,000554,112,1896,3630
186935,05-23,神州信息,000555,-11,206,3630
186942,05-23,西部创业,000557,-25,1334,3630
186949,05-23,莱茵体育,000558,-83,640,3630
186956,05-23,万向钱潮,000559,-78,1161,3630
186963,05-23,我爱我家,000560,-23,1415,3630
186970,05-23,烽火电子,000561,18,1828,3630
186977,05-23,陕国投A,000563,41,316,3630
186984,05-23,供销大集,000564,47,888,3630
186991,05-23,渝三峡A,000565,-92,1967,3630
186998,05-23,海南海药,000566,-62,629,3630
187005,05-23,海德股份,000567,352,1511,3630
187012,05-23,泸州老窖,000568,-52,177,3630
187019,05-23,苏常柴A,000570,-165,2073,3630
187026,05-23,*ST大洲,000571,3,1231,3630
187033,05-23,*ST海马,000572,-95,723,3630
187040,05-23,粤宏远A,000573,-42,3144,3630
187047,05-23,广东甘化,000576,-80,1568,3630
187054,05-23,威孚高科,000581,-20,1563,3630
187061,05-23,北部湾港,000582,-56,2317,3630
187068,05-23,哈工智能,000584,-121,2228,3630
187075,05-23,*ST东电,000585,23,2358,3630
187082,05-23,汇源通信,000586,-19,399,3630
187089,05-23,金洲慈航,000587,-89,575,3630
187096,05-23,贵州轮胎,000589,-9,74,3630
187103,05-23,启迪古汉,000590,-50,1193,3630
